,bitcount,blowfish,bzip2,crc32,dijkstra,gsm,jpeg-c,jpeg-d,patricia,qsort,sha,stringsearch,stringsearch2,susan,tiff2bw,tiff2rgba,tiffdither,tiffmedian
163,541188154,746818,206320846,4396728,262034,53783399,13798539,3623622,520933,140603385,403792,419260,9376662,41988582,5698332,15191627,4556656,7081777
164,541188154,746818,206320846,4396728,262034,53783399,13798539,3623622,520933,140603385,403792,419260,9376662,41988582,5698332,15191627,4556656,7081777
165,541188154,746818,206320846,4396728,262034,53783399,13798539,3623622,520933,140603385,403792,419260,9376662,41988582,5698332,15191627,4556656,7081777
166,541188154,746818,206320846,4396728,262034,53783399,13798539,3623622,520933,140603385,403792,419260,9376662,41988582,5698332,15191627,4556656,7081777
167,541188154,746818,206320846,4396728,262034,53783399,13798539,3623622,520933,140603385,403792,419260,9376662,41988582,5698332,15191627,4556656,7081777
168,541188066,746818,206320846,4396728,262065,53783399,13798539,3623622,520929,140603385,403792,419260,9376662,41988594,5698328,15191631,4556656,7081777
169,541188066,746818,206320846,4396728,262065,53783399,13798539,3623622,520929,140603385,403792,419260,9376662,41988594,5698328,15191631,4556656,7081777
170,541188066,746818,206320846,4396728,262065,53783399,13798539,3623622,520929,140603385,403792,419260,9376662,41988594,5698328,15191631,4556656,7081777
171,541188066,746818,206320846,4396728,262065,53783399,13798539,3623622,520929,140603385,403792,419260,9376662,41988594,5698328,15191631,4556656,7081777
172,541188066,746818,206320846,4396728,262065,53783399,13798539,3623622,520929,140603385,403792,419260,9376662,41988594,5698328,15191631,4556656,7081777
173,541188066,746818,206320846,4396728,262065,53783399,13798539,3623622,520929,140603385,403792,419260,9376662,41988594,5698328,15191631,4556656,7081777
174,541188066,746818,206320846,4396728,262065,53783399,13798539,3623622,520929,140603385,403792,419260,9376662,41988594,5698328,15191631,4556656,7081777
175,541188066,746818,206320846,4396728,262065,53783399,13798539,3623622,520929,140603385,403792,419260,9376662,41988594,5698328,15191631,4556656,7081777
176,541188066,746818,206320846,4396728,262065,53783399,13798539,3623622,520929,140603385,403792,419260,9376662,41988594,5698328,15191631,4556656,7081777
177,541188066,746818,206320846,4396728,262065,53783399,13798539,3623622,520929,140603385,403792,419260,9376662,41988594,5698328,15191631,4556656,7081777
178,541188066,746818,206320846,4396728,262065,53783399,13798539,3623622,520929,140603385,403792,419260,9376662,41988594,5698328,15191631,4556656,7081777
179,542313146,746818,207363085,4396728,262065,53783399,13678484,3656827,520871,140447124,403796,420830,9376662,41988586,5698134,15191426,4556507,7081584
180,542313146,746818,207363085,4396728,262065,53783399,13678484,3656827,520871,140447124,403796,420830,9376662,41988586,5698134,15191426,4556507,7081584
181,542313146,746818,207363085,4396728,262065,53783399,13678484,3656827,520871,140447124,403796,420830,9376662,41988586,5698134,15191426,4556507,7081584
182,542313146,746818,207363085,4396728,262065,53783399,13678484,3656827,520871,140447124,403796,420830,9376662,41988586,5698134,15191426,4556507,7081584
183,542313146,746818,212005825,4396728,262065,53783399,13619562,3656805,521676,140447124,403796,420830,9376662,41988586,5698123,15190854,4556510,7081584
184,542313146,746818,212005825,4396728,262065,53783399,13619562,3656805,521676,140447124,403796,420830,9376662,41988586,5698123,15190854,4556510,7081584
185,542313146,746818,212005825,4396728,262065,53783399,13619562,3656805,521676,140447124,403796,420830,9376662,41988586,5698123,15190854,4556510,7081584
186,542313146,746818,212005825,4396728,262065,53783399,13619562,3656805,521676,140447124,403796,420830,9376662,41988586,5698123,15190854,4556510,7081584
187,542313146,746818,212005825,4396728,262065,53783399,13619562,3656805,521676,140447124,403796,420830,9376662,41988586,5698123,15190854,4556510,7081584
188,542313146,746818,212005825,4396728,262065,53783399,13619562,3656805,521676,140447124,403796,420830,9376662,41988586,5698123,15190854,4556510,7081584
189,542313146,746818,212005825,4396728,262065,53783399,13619562,3656805,521676,140447124,403796,420830,9376662,41988586,5698123,15190854,4556510,7081584
190,542313146,746818,212005825,4396728,262065,53783399,13619562,3656805,521676,140447124,403796,420830,9376662,41988586,5698123,15190854,4556510,7081584
191,542313146,746818,212005825,4396728,262065,53783399,13619562,3656805,521676,140447124,403796,420830,9376662,41988586,5698123,15190854,4556510,7081584
